Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000152422,XRCC4,Gene Expression,-0.004060795614286993,0.9885360553706566,0.9983407227367311,6,0.021853239649123776,5
ENSG00000197565,COL4A6,Gene Expression,-0.0040676902170663975,0.9929158232942694,0.9989060414953453,2,0.0074002479213359645,2
ENSG00000186517,ARHGAP30,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000148204,CRB2,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000123610,TNFAIP6,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000283683,MYOCOS,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000127580,WDR24,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000262919,CCNQ,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000132016,C19orf57,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000196391,ZNF774,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000135638,EMX1,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000100625,SIX4,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000176641,RNF152,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000204175,GPRIN2,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000232629,HLA-DQB2,Gene Expression,-0.004067875303957724,0.9489993395486911,0.9903887436864729,1,0.0005951031512128769,1
ENSG00000229676,ZNF492,Gene Expression,-0.0040678753039577326,0.9489993395486858,0.9903887436864729,2,0.0011902063024257538,1
ENSG00000164841,TMEM74,Gene Expression,-0.0040678753039577326,0.9489993395486858,0.9903887436864729,2,0.0011902063024257538,1
ENSG00000128886,ELL3,Gene Expression,-0.004074252478056358,0.9876227248069256,0.9983407227367311,3,0.006731645277130622,3
ENSG00000175970,UNC119B,Gene Expression,-0.00407682980777889,0.995770802350153,0.9995106036211739,33,0.08998794504202923,22
ENSG00000147383,NSDHL,Gene Expression,-0.004078913834617309,0.9956050450956966,0.9995106036211739,16,0.05413766994627141,12
ENSG00000162931,TRIM17,Gene Expression,-0.00408036049442203,0.9544716490417036,0.990427410310972,1,0.009686346863468635,1
ENSG00000160326,SLC2A6,Gene Expression,-0.004081317980924963,0.9941031550425452,0.998950352414042,2,0.008390712430157907,2
ENSG00000134571,MYBPC3,Gene Expression,-0.0040840098616786525,0.9761605918573992,0.9965698648131124,3,0.018027987535146124,2
ENSG00000110031,LPXN,Gene Expression,-0.004084212314330784,0.9956322800214903,0.9995106036211739,4,0.009532716228464804,4
ENSG00000143390,RFX5,Gene Expression,-0.00408702928421102,0.9962222607011866,0.9995106036211739,28,0.07677367543661971,23
ENSG00000130479,MAP1S,Gene Expression,-0.00409547472749555,0.9965955789432173,0.9995106036211739,39,0.09790232745513228,26
ENSG00000164182,NDUFAF2,Gene Expression,-0.004098722810213034,0.9968071203347555,0.9995106036211739,64,0.15086524489700295,44
ENSG00000160551,TAOK1,Gene Expression,-0.004100342533737461,0.9968129191231103,0.9995106036211739,58,0.17716449971516474,45
ENSG00000001631,KRIT1,Gene Expression,-0.0041033361863421595,0.9968970813500968,0.9995106036211739,42,0.08883714139244654,28
ENSG00000135925,WNT10A,Gene Expression,-0.0041040506531720275,0.9648608318160579,0.9923153688556313,1,0.01110719322990127,1
ENSG00000105409,ATP1A3,Gene Expression,-0.0041040506531720275,0.9648608318160579,0.9923153688556313,1,0.01110719322990127,1
ENSG00000196549,MME,Gene Expression,-0.0041040506531720275,0.9648608318160579,0.9923153688556313,1,0.01110719322990127,1
ENSG00000164512,ANKRD55,Gene Expression,-0.0041040506531720275,0.9648608318160579,0.9923153688556313,1,0.01110719322990127,1
ENSG00000125571,IL37,Gene Expression,-0.0041040506531720275,0.9648608318160579,0.9923153688556313,1,0.01110719322990127,1
ENSG00000178445,GLDC,Gene Expression,-0.0041040506531720275,0.9648608318160579,0.9923153688556313,1,0.01110719322990127,1
ENSG00000172379,ARNT2,Gene Expression,-0.004105551958426209,0.9964831297874206,0.9995106036211739,9,0.02109042573255793,8
ENSG00000185442,FAM174B,Gene Expression,-0.004106161599141106,0.9944972287248397,0.999256858088685,14,0.02849300770001681,5
ENSG00000123700,KCNJ2,Gene Expression,-0.004107329438053796,0.9933017521577296,0.9989060414953453,3,0.01261624813508029,2
ENSG00000099331,MYO9B,Gene Expression,-0.00411352099690491,0.997283677921512,0.9995106036211739,34,0.10543615740275557,30
ENSG00000138381,ASNSD1,Gene Expression,-0.004113926897596339,0.9971212415330759,0.9995106036211739,24,0.0658445207730258,19
ENSG00000153140,CETN3,Gene Expression,-0.0041151040305722805,0.9961044026484089,0.9995106036211739,4,0.015385873133103512,4
ENSG00000143590,EFNA3,Gene Expression,-0.004117380785090685,0.9970152840812891,0.9995106036211739,9,0.028152764551573166,8
ENSG00000204060,FOXO6,Gene Expression,-0.004123528747353322,0.9962706879671968,0.9995106036211739,2,0.005449706218701508,2
ENSG00000110717,NDUFS8,Gene Expression,-0.0041277750821291925,0.9978835621119715,0.9995106036211739,85,0.1681129786937167,56
ENSG00000189292,ALKAL2,Gene Expression,-0.004128505915832129,0.996619913826714,0.9995106036211739,2,0.0030889102408627024,2
ENSG00000164877,MICALL2,Gene Expression,-0.004137208972079635,0.998226392938101,0.9995106036211739,61,0.1414337949034361,43
ENSG00000124159,MATN4,Gene Expression,-0.004138302022343371,0.9798916625787963,0.9976897529336866,1,0.002981825066262779,1
ENSG00000204869,IGFL4,Gene Expression,-0.004138302022343371,0.9798916625787963,0.9976897529336866,1,0.002981825066262779,1
ENSG00000188372,ZP3,Gene Expression,-0.004138302022343371,0.9798916625787963,0.9976897529336866,1,0.002981825066262779,1
ENSG00000178125,PPP1R42,Gene Expression,-0.004138302022343371,0.9798916625787963,0.9976897529336866,1,0.002981825066262779,1
ENSG00000232113,TEX50,Gene Expression,-0.004138302022343371,0.9798916625787963,0.9976897529336866,1,0.002981825066262779,1
ENSG00000137571,SLCO5A1,Gene Expression,-0.004138302022343373,0.9798916625787966,0.9976897529336866,2,0.005963650132525558,1
ENSG00000172478,MAB21L4,Gene Expression,-0.004138302022343377,0.979891662578797,0.9976897529336866,5,0.014909125331313895,1
ENSG00000185761,ADAMTSL5,Gene Expression,-0.004139526174504655,0.9975714627520191,0.9995106036211739,11,0.03562219798460732,8
ENSG00000174917,MICOS13,Gene Expression,-0.004144934360293727,0.9984650248254245,0.9995106036211739,18,0.029119200515017835,15
ENSG00000100053,CRYBB3,Gene Expression,-0.0041456147106643864,0.9981946141109892,0.9995106036211739,3,0.0032703749118485293,3
ENSG00000120265,PCMT1,Gene Expression,-0.004147052932140715,0.9985806717060794,0.9995106036211739,38,0.11768162023922667,32
ENSG00000127366,TAS2R5,Gene Expression,-0.00414810326021587,0.9983654495551777,0.9995106036211739,11,0.03353178615483832,8
ENSG00000107443,CCNJ,Gene Expression,-0.004153066126439166,0.9982454272182706,0.9995106036211739,5,0.03852767928334422,5
ENSG00000105261,OVOL3,Gene Expression,-0.004153454599864879,0.9865437975161242,0.9983407227367311,1,0.0022239480372776054,1
ENSG00000188993,LRRC66,Gene Expression,-0.004153454599864879,0.9865437975161242,0.9983407227367311,1,0.0022239480372776054,1
ENSG00000185739,SRL,Gene Expression,-0.004153454599864879,0.9865437975161242,0.9983407227367311,1,0.0022239480372776054,1
ENSG00000125998,FAM83C,Gene Expression,-0.004153454599864879,0.9865437975161242,0.9983407227367311,1,0.0022239480372776054,1
ENSG00000186038,HTR3E,Gene Expression,-0.004153454599864879,0.9865437975161242,0.9983407227367311,1,0.0022239480372776054,1
ENSG00000255690,TRIL,Gene Expression,-0.004153454599864879,0.9865437975161242,0.9983407227367311,1,0.0022239480372776054,1
ENSG00000181693,OR8H1,Gene Expression,-0.004153454599864879,0.9865437975161242,0.9983407227367311,1,0.0022239480372776054,1
ENSG00000184619,KRBA2,Gene Expression,-0.004153454599864879,0.9865437975161242,0.9983407227367311,1,0.0022239480372776054,1
ENSG00000275489,C17orf98,Gene Expression,-0.004153454599864879,0.9865437975161242,0.9983407227367311,1,0.0022239480372776054,1
ENSG00000169418,NPR1,Gene Expression,-0.004153829163855782,0.9980450240546173,0.9995106036211739,3,0.006959842042084002,2
ENSG00000165533,TTC8,Gene Expression,-0.004154818896513464,0.9988248450511512,0.9995106036211739,26,0.11687203014520849,22
ENSG00000197245,FAM110D,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,2,0.005368098159509202,1
ENSG00000173805,HAP1,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,1,0.002684049079754601,1
ENSG00000204370,SDHD,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,1,0.002684049079754601,1
ENSG00000133561,GIMAP6,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,1,0.002684049079754601,1
ENSG00000147571,CRH,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,1,0.002684049079754601,1
ENSG00000185933,CALHM1,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,2,0.005368098159509202,1
ENSG00000206069,TMEM211,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,2,0.005368098159509202,1
ENSG00000120658,ENOX1,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,1,0.002684049079754601,1
ENSG00000114790,ARHGEF26,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,1,0.002684049079754601,1
ENSG00000174417,TRHR,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,1,0.002684049079754601,1
ENSG00000101197,BIRC7,Gene Expression,-0.004159136445038851,0.9890384511120942,0.9983407227367311,1,0.002684049079754601,1
ENSG00000277494,GPIHBP1,Gene Expression,-0.004159136445038852,0.9890384511120942,0.9983407227367311,3,0.008052147239263804,1
ENSG00000109133,TMEM33,Gene Expression,-0.004161851070010451,0.9988745803287697,0.9995106036211739,11,0.03189986201785282,10
ENSG00000072135,PTPN18,Gene Expression,-0.004163783174476917,0.999230113724036,0.9995328292623884,78,0.19978005165222876,45
ENSG00000141424,SLC39A6,Gene Expression,-0.004165830269415194,0.999268982244143,0.9995328292623884,18,0.047212648873309365,17
ENSG00000081277,PKP1,Gene Expression,-0.004169131330511915,0.9975811889244794,0.9995106036211739,3,0.0071183793373194035,2
ENSG00000101096,NFATC2,Gene Expression,-0.004173659713333922,0.9993188576277525,0.9995328292623884,2,0.007082668717944713,2
ENSG00000099804,CDC34,Gene Expression,-0.004188441525827634,0.9998387388311663,0.9998387388311663,136,0.3458321216590153,82
ENSG00000100897,DCAF11,Gene Expression,-0.004189481572838578,0.9997934754597343,0.9998387388311663,51,0.10818472306408676,33
ENSG00000272398,CD24,Gene Expression,-0.0041923913937007085,0.9996530533562888,0.9997957386336734,25,0.07456291105445118,18
ENSG00000233954,UQCRHL,Gene Expression,-0.00419859926073894,0.998995560447518,0.9995106036211739,2,0.0023907861392944924,2
ENSG00000125454,SLC25A19,Gene Expression,-0.004200696110387539,0.9990826698676613,0.9995106036211739,3,0.007186621978553914,2
ENSG00000164815,ORC5,Gene Expression,-0.004209130867989581,0.9990464590869618,0.9995106036211739,47,0.1559960804982248,36
ENSG00000179300,RTL3,Gene Expression,-0.004209367090595668,0.9889055461760873,0.9983407227367311,1,0.010083226632522407,1
ENSG00000282780,TRBJ1-6,Gene Expression,-0.004209367090595668,0.9889055461760873,0.9983407227367311,1,0.010083226632522407,1
ENSG00000129159,KCNC1,Gene Expression,-0.004209367090595668,0.9889055461760873,0.9983407227367311,1,0.010083226632522407,1
ENSG00000187791,FAM205C,Gene Expression,-0.00420936709059567,0.9889055461760846,0.9983407227367311,2,0.020166453265044813,1
ENSG00000073008,PVR,Gene Expression,-0.00421138472797151,0.998953972905152,0.9995106036211739,76,0.2662246508891774,47
ENSG00000162572,SCNN1D,Gene Expression,-0.004211620035785358,0.9988009769651631,0.9995106036211739,10,0.02633633981018894,9
ENSG00000106066,CPVL,Gene Expression,-0.0042139359378421054,0.9974185901782365,0.9995106036211739,5,0.022365116449650235,4
ENSG00000120334,CENPL,Gene Expression,-0.004215377744785814,0.9974630552996171,0.9995106036211739,3,0.006062547926236404,2
ENSG00000211829,TRDC,Gene Expression,-0.004217044135765749,0.9982328785944335,0.9995106036211739,2,0.0017720967427460883,2
ENSG00000170075,GPR37L1,Gene Expression,-0.004217044135765749,0.9982328785944335,0.9995106036211739,2,0.0017720967427460883,2
ENSG00000092295,TGM1,Gene Expression,-0.00421823583143932,0.9976743830364171,0.9995106036211739,2,0.007470807767705352,2
ENSG00000177082,WDR73,Gene Expression,-0.004219067497960743,0.9986552422685703,0.9995106036211739,23,0.04834721226447809,20
ENSG00000115514,TXNDC9,Gene Expression,-0.004219870365292855,0.9986469702107929,0.9995106036211739,39,0.07873360555374459,28
ENSG00000107551,RASSF4,Gene Expression,-0.004222229701599047,0.9984562075739509,0.9995106036211739,26,0.05057040136755566,19
ENSG00000156140,ADAMTS3,Gene Expression,-0.004222686832135159,0.9980516851273554,0.9995106036211739,3,0.02294319024331793,3
ENSG00000184916,JAG2,Gene Expression,-0.004223203050496284,0.9984803729872773,0.9995106036211739,30,0.09188556243049079,19
ENSG00000231852,CYP21A2,Gene Expression,-0.004228105800933108,0.9964393077029319,0.9995106036211739,2,0.00876483631146472,2
ENSG00000156471,PTDSS1,Gene Expression,-0.00423832952689028,0.997900798440379,0.9995106036211739,29,0.08493565536872781,25
ENSG00000115484,CCT4,Gene Expression,-0.00424289870211433,0.997526466736456,0.9995106036211739,11,0.03214641823949019,11
ENSG00000129646,QRICH2,Gene Expression,-0.004244341608654149,0.9950612177904274,0.9994114460055221,4,0.03273763661253282,2
ENSG00000176428,VPS37D,Gene Expression,-0.004245747556945755,0.9963005198265504,0.9995106036211739,3,0.007792955828583535,3
ENSG00000164647,STEAP1,Gene Expression,-0.0042471507499766735,0.9975937950278031,0.9995106036211739,32,0.08193344877916384,22
ENSG00000139211,AMIGO2,Gene Expression,-0.00424716211101204,0.9940646895967389,0.998950352414042,2,0.0074944448320836445,2
ENSG00000130684,ZNF337,Gene Expression,-0.004248447737748926,0.9972137000328514,0.9995106036211739,27,0.10182689829147969,15
ENSG00000077092,RARB,Gene Expression,-0.004249437292280658,0.9946933902053058,0.999256858088685,2,0.006659393098947712,2
ENSG00000075651,PLD1,Gene Expression,-0.0042604068593057745,0.9913696427328335,0.9986002828525119,3,0.00710409237854182,2
ENSG00000204682,MIR1915HG,Gene Expression,-0.004264156326755585,0.9937739425237695,0.9989060414953453,3,0.021593495193849132,2
ENSG00000186577,SMIM29,Gene Expression,-0.004264899181750373,0.9964302634187644,0.9995106036211739,7,0.02297876553707766,6
ENSG00000139547,RDH16,Gene Expression,-0.004264910864827894,0.9932065386361252,0.9989060414953453,2,0.0016992949939720085,2
ENSG00000106459,NRF1,Gene Expression,-0.0042686351324293745,0.9966821924865005,0.9995106036211739,18,0.03401950628221787,14
ENSG00000174442,ZWILCH,Gene Expression,-0.00427092282286463,0.9961392704513305,0.9995106036211739,6,0.020297265381628245,6
ENSG00000084234,APLP2,Gene Expression,-0.004273155213398953,0.9967068404471695,0.9995106036211739,263,0.7247442147797117,119
ENSG00000137857,DUOX1,Gene Expression,-0.004275355787300982,0.9940891234585842,0.998950352414042,2,0.0029688488348656767,2
ENSG00000164087,POC1A,Gene Expression,-0.0042768150430192425,0.9915825769079338,0.9986002828525119,2,0.00448203226417617,2
ENSG00000140471,LINS1,Gene Expression,-0.00427770267321119,0.9960548323402142,0.9995106036211739,12,0.02212131540607912,8
ENSG00000182601,HS3ST4,Gene Expression,-0.004278456923506673,0.9585858668034358,0.9911186614566472,3,0.016923352435530083,1
ENSG00000134812,CBLIF,Gene Expression,-0.004278456923506676,0.9585858668034392,0.9911186614566472,1,0.005641117478510029,1
ENSG00000172361,CFAP53,Gene Expression,-0.004278456923506676,0.9585858668034392,0.9911186614566472,1,0.005641117478510029,1
ENSG00000204700,OR2J2,Gene Expression,-0.004278456923506676,0.9585858668034392,0.9911186614566472,1,0.005641117478510029,1
ENSG00000197054,ZNF763,Gene Expression,-0.004278456923506676,0.9585858668034392,0.9911186614566472,1,0.005641117478510029,1
ENSG00000129749,CHRNA10,Gene Expression,-0.004283510526978584,0.9947731780914892,0.9992653800999305,5,0.010599419331386795,5
ENSG00000213347,MXD3,Gene Expression,-0.004284465637697213,0.99582702597179,0.9995106036211739,23,0.10170611903486475,16
ENSG00000115041,KCNIP3,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000128708,HAT1,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000103942,HOMER2,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000180938,ZNF572,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000158458,NRG2,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000187867,PALM3,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000198286,CARD11,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000156042,CFAP70,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000189253,TRIM64B,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000148053,NTRK2,Gene Expression,-0.004284494708051557,0.9559384295608825,0.990427410310972,1,0.0018348089468779125,1
ENSG00000183798,EMILIN3,Gene Expression,-0.00428449470805156,0.9559384295608765,0.990427410310972,2,0.003669617893755825,1
ENSG00000182752,PAPPA,Gene Expression,-0.00428449470805156,0.9559384295608782,0.990427410310972,3,0.005504426840633738,1
ENSG00000250486,FAM218A,Gene Expression,-0.0043000778304129635,0.9926944631014326,0.9989060414953453,3,0.009289113479972758,3
ENSG00000213780,GTF2H4,Gene Expression,-0.004303419867963338,0.995018179340143,0.9994114460055221,15,0.0374119551477603,12
ENSG00000052723,SIKE1,Gene Expression,-0.004308207588680123,0.9866326230033646,0.9983407227367311,2,0.006589427546225355,2
ENSG00000213809,KLRK1,Gene Expression,-0.004313983894059015,0.9613624802285486,0.9913013354720356,3,0.0353365402827017,2
ENSG00000196475,GK2,Gene Expression,-0.00432527664027458,0.962717271311376,0.9915141576222691,2,0.0364469331867571,2
ENSG00000117222,RBBP5,Gene Expression,-0.004327999586293347,0.9934808249276058,0.9989060414953453,6,0.011114186529009749,6
ENSG00000149658,YTHDF1,Gene Expression,-0.00432848473940286,0.9810620382123822,0.9981951507295844,2,0.011445265140115395,2
ENSG00000187147,RNF220,Gene Expression,-0.004329938409503801,0.9360299810270433,0.9870964071121217,2,0.013636363636363637,1
ENSG00000262543,SMIM28,Gene Expression,-0.004329938409503801,0.9360299810270433,0.9870964071121217,2,0.013636363636363637,1
ENSG00000283329,FAM240B,Gene Expression,-0.004329938409503801,0.9360299810270433,0.9870964071121217,2,0.013636363636363637,1
ENSG00000116205,TCEANC2,Gene Expression,-0.004329938409503809,0.9360299810270295,0.9870964071121217,1,0.006818181818181819,1
ENSG00000196946,ZNF705A,Gene Expression,-0.004329938409503809,0.9360299810270295,0.9870964071121217,1,0.006818181818181819,1
ENSG00000147160,AWAT2,Gene Expression,-0.004329938409503809,0.9360299810270295,0.9870964071121217,1,0.006818181818181819,1
ENSG00000148408,CACNA1B,Gene Expression,-0.004329938409503809,0.9360299810270295,0.9870964071121217,1,0.006818181818181819,1
ENSG00000118557,PMFBP1,Gene Expression,-0.004329938409503809,0.9360299810270295,0.9870964071121217,1,0.006818181818181819,1
ENSG00000116703,PDC,Gene Expression,-0.004329938409503809,0.9360299810270295,0.9870964071121217,1,0.006818181818181819,1
ENSG00000203870,SMIM9,Gene Expression,-0.004329938409503809,0.9360299810270295,0.9870964071121217,1,0.006818181818181819,1
ENSG00000186487,MYT1L,Gene Expression,-0.004329938409503809,0.9360299810270295,0.9870964071121217,1,0.006818181818181819,1
ENSG00000187140,FOXD3,Gene Expression,-0.004329938409503809,0.9360299810270295,0.9870964071121217,1,0.006818181818181819,1
ENSG00000102962,CCL22,Gene Expression,-0.004333464540233782,0.9893328457554676,0.9983407227367311,2,0.005332658608993108,2
ENSG00000139132,FGD4,Gene Expression,-0.004337935504787224,0.9940000546353102,0.998950352414042,39,0.07912545522906428,26
ENSG00000175643,RMI2,Gene Expression,-0.0043399945520237,0.9933338601544182,0.9989060414953453,9,0.01957972326364224,8
ENSG00000176095,IP6K1,Gene Expression,-0.0043444041818414235,0.9937072827737099,0.9989060414953453,33,0.07647880090900537,22
ENSG00000100372,SLC25A17,Gene Expression,-0.0043518020395293755,0.9864102979049145,0.9983407227367311,3,0.009308857417429192,3
ENSG00000100883,SRP54,Gene Expression,-0.004353276697299157,0.9932468108146832,0.9989060414953453,22,0.030460204414557063,15
ENSG00000171488,LRRC8C,Gene Expression,-0.0043572776889851846,0.9869472291518977,0.9983407227367311,2,0.006700742127012094,2
ENSG00000167371,PRRT2,Gene Expression,-0.004360798784941106,0.9890595919033661,0.9983407227367311,3,0.008820247090135014,2
ENSG00000186416,NKRF,Gene Expression,-0.004361279232079902,0.9927678973462764,0.9989060414953453,20,0.08115052188309263,16
ENSG00000108061,SHOC2,Gene Expression,-0.004367918648457246,0.9926839419244142,0.9989060414953453,13,0.019317306579967924,11
ENSG00000150048,CLEC1A,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000148426,PROSER2,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000184788,SATL1,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000164109,MAD2L1,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000077935,SMC1B,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000008226,DLEC1,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000184261,KCNK12,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000165923,AGBL2,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000147003,CLTRN,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000136574,GATA4,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000144619,CNTN4,Gene Expression,-0.004372697246491302,0.9173339754622817,0.9828377929761786,1,0.003349638451722671,1
ENSG00000121988,ZRANB3,Gene Expression,-0.004372697246491302,0.9173339754622791,0.9828377929761786,2,0.006699276903445342,1
ENSG00000104972,LILRB1,Gene Expression,-0.0043729316017333646,0.9172316215761299,0.9828377929761786,1,0.009591961023142508,1
ENSG00000196565,HBG2,Gene Expression,-0.0043729316017333646,0.9172316215761299,0.9828377929761786,1,0.009591961023142508,1
ENSG00000215356,ZNF705B,Gene Expression,-0.0043729316017333646,0.9172316215761299,0.9828377929761786,1,0.009591961023142508,1
ENSG00000198774,RASSF9,Gene Expression,-0.0043729316017333646,0.9172316215761299,0.9828377929761786,1,0.009591961023142508,1
ENSG00000034971,MYOC,Gene Expression,-0.0043729316017333646,0.9172316215761299,0.9828377929761786,1,0.009591961023142508,1
ENSG00000123405,NFE2,Gene Expression,-0.00437293160173337,0.9172316215761169,0.9828377929761786,2,0.019183922046285017,1
ENSG00000143194,MAEL,Gene Expression,-0.00438425608649917,0.9122873563115064,0.9828377929761786,3,0.005821833415475604,1
ENSG00000107105,ELAVL2,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000130540,SULT4A1,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000111218,PRMT8,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000263264,AC119396.1,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000136267,DGKB,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000198756,COLGALT2,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000148798,INA,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000177453,NIM1K,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000183960,KCNH8,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000157152,SYN2,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000172995,ARPP21,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000185818,NAT8L,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000132182,NUP210,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000154118,JPH3,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000272602,ZNF595,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000102271,KLHL4,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000211714,TRBV7-3,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000171944,OR52A5,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000156475,PPP2R2B,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000196136,SERPINA3,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000130595,TNNT3,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000198088,NUP62CL,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000152954,NRSN1,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000184408,KCND2,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
ENSG00000079689,SCGN,Gene Expression,-0.00438425608649918,0.9122873563114962,0.9828377929761786,1,0.001940611138491868,1
